,source,title,author,date,meter
17768,Jonathan Steitz,The 2009-11 state budget that Democrats approved left Wisconsin taxpayers $3.6 billion in debt., James B. Nelson ," August 24, 2011",false
17769,Mike Villarreal,"Says that before Rick Perry became governor, ""only 4 percent of our total labor force was a minimum wage job ... Today, that number has more than doubled (to) 9.5 percent.""", W. Gardner Selby ," August 24, 2011",half-true
17770,Thaddeus McCotter,"""When lenders foreclose on homes, they typically suffer losses that exceed 30 percent of the value of the home.""", Angie Drobnic Holan ," August 23, 2011",mostly-true
17771,Michael Schrunk,"Says ""under our current sentencing laws, about 75 percent of all convicted felons in Oregon do not go to prison.""", Ian K. Kullgren ," August 23, 2011",mostly-true
17772,Chip Rogers,"""Recent international reports show the United States near the bottom among industrialized nations for k-12 academic achievement.""", Eric Stirgus ," August 23, 2011",half-true
17773,Albert Papp Jr.,"""Last year -- actually, this year in May -- we saw New Jersey Transit fares rise anywhere from 25 percent to 47 percent.""", Bill Wichert ," August 23, 2011",mostly-true
17774,Florida voter,"Says Gov. Rick Scott is ""spending a quarter of a million of our tax dollars to robocall people.""", Amy Sherman ," August 22, 2011",false
17775,Florida voter,Says Gov. Rick Scott cut state funding for PBS., Amy Sherman ," August 22, 2011",mostly-true
17776,Rick Perry,"Scientists are ""questioning the original idea that man-made global warming is what is causing the climate to change. … (It is) more and more being put into question.""", Angie Drobnic Holan ," August 22, 2011",false
17777,Sean Duffy,"The Dodd-Frank financial-reform law’s hundreds of new rules will force small banks and credit unions to burn up ""an estimated 2,260,631 labor hours just for compliance.""", Dave Umhoefer ," August 22, 2011",barely-true
17778,David Pennington,"The proposed transportation bill ""could be the largest tax increase in Georgia history.""", Eric Stirgus ," August 22, 2011",true
17779,Sherrod Brown,"Says that Wall Street hedge fund managers ""pay a lower tax rate than does a sheet metal worker in Parma or a school teacher in Cleveland.""", Tom Feran ," August 22, 2011",true
17780,Chris Christie,"""Since I introduced my budget -- first budget -- in March of 2010, we've created 50,000 new private-sector jobs for the people of this state.""", Erin O'Neill ," August 21, 2011",half-true
17781,Bob Ryan,"Outside of recall elections, ""there's never been a public official removed from office"" in Wisconsin ""for anything but malfeasance in office.""", Tom Kertscher ," August 21, 2011",mostly-true
17782,Susan Combs,On abortion., Meghan Ashford-Grooms ," August 21, 2011",full-flop
17783,Gary Schaer,"""Hair stylists are required to undergo more government scrutiny than foreclosure consultants.""", Bill Wichert ," August 21, 2011",true
17784,James Bennett,"Providence's port is ""200 miles closer to Europe than any other Eastern port.""", C. Eugene Emery Jr. ," August 21, 2011",false
17785,Arne Duncan,"Says Texas schools have had ""massive increases"" in class sizes with Rick Perry as governor.", W. Gardner Selby ," August 19, 2011",false
17786,Jon Huntsman,"China is or soon will be ""the largest English-speaking nation"" in the world.", John Gregg ," August 19, 2011",half-true
17787,Jon Huntsman,"There are 500 million Internet users ""and 80 million bloggers who are driving discussions in China. … So you’ve got a lot of people voicing frustration and discontent.""", Jake Berry ," August 19, 2011",mostly-true
17788,Jeff Merkley,"Says allowing the payroll tax holiday to expire would end up ""costing another estimated 900,000 jobs in 2012.""", Charles Pope ," August 19, 2011",mostly-true
17789,Martin Frost,Says Rick Perry flip-flopped on gay marriage by first saying it was a state’s rights issue and then saying he was in favor of a federal constitutional amendment banning gay marriage., Martha M. Hamilton ," August 19, 2011",barely-true
17790,Tammy Baldwin,"Democrats failed to flip the Wisconsin state Senate because recall elections were in the ""deepest red districts in the state.""", Dave Umhoefer ," August 19, 2011",barely-true
17791,Rick Perry,"""In Texas, we teach both creationism and evolution in our public schools.""", Meghan Ashford-Grooms ," August 19, 2011",false
17792,Beverly Hall,"The results of Atlanta Public School’s 2010 and 2011 CRCT tests ""have not been questioned.""", Willoughby Mariano ," August 19, 2011",pants-fire
17793,Warren Buffett,"The ""mega-rich"" pay about 15 percent in taxes, while the middle class ""fall into the 15 percent and 25 percent income tax brackets, and then are hit with heavy payroll taxes to boot.""", Angie Drobnic Holan ," August 18, 2011",true
17794,Rick Scott,"""I started with a $3.7 billion budget deficit. Now we are projecting a $1.2 billion surplus.""", Amy Sherman ," August 18, 2011",half-true
17795,Democratic Party of Virginia,"Virginia has made ""no progress on jobs"" since Bob McDonnell took office.", Sean Gorman ," August 18, 2011",false
17796,Democratic Party of Wisconsin,"Under Gov. Scott Walker, ""unemployment is increasing in Wisconsin at twice the rate it is nationally.""", Tom Kertscher ," August 18, 2011",barely-true
17797,Rob Portman,"U.S. debt is ""now equal to 100 percent of the GDP.""", Stephen Koff ," August 18, 2011",mostly-true
17798,Sandra Cunningham,Says a Senate resolution would restore $140 in monthly general assistance payments and prevent people from committing crime., Erin O'Neill ," August 18, 2011",pants-fire
17799,Stephen Lisauskas,"Thirty-seven percent of Central Falls’ retired police officers and firefighters are out on disability pensions; in most municipalities, about 5 percent of retirees collect disability pensions.", Lynn Arditi ," August 18, 2011",false
17800,Rick Scott,"""Our credit rating went up since I've been in office.""", Becky Bowers ," August 17, 2011",false
17801,Jay Carney,"Says Rick Perry ""wanted to secede from the union.""", W. Gardner Selby ," August 17, 2011",false
17802,Herman Cain,"Says that he did ""not exactly"" say that communities have the right to ban mosques.", Willoughby Mariano ," August 17, 2011",false
17803,Mitt Romney,"Says he worked with the Democratic legislature to balance spending with revenues so that ""at the end of my four-year term, the rainy day fund was established at more than $2 billion.""", Josh Rogers ," August 16, 2011",mostly-true
17804,Rick Perry,Says the government wants to require farm tractor drivers to hold commercial driver’s licenses even if they’re just crossing a single public road., W. Gardner Selby ," August 16, 2011",false
17805,Ted Strickland,"""Josh Mandel used to be pro-choice, now he’s anti-choice. He used to be sympathetic towards gay and lesbians and now he’s [not].""", Joe Guillen ," August 16, 2011",half-true
17806,Sam Olens,"""The governor having a meeting ... isn't covered by the open meetings act.""", Willoughby Mariano ," August 16, 2011",true
17807,Lloyd Doggett,"""Twenty-five states have lower unemployment than Texas"" which is ""tied with Mississippi for more minimum-wage jobs than anywhere in the United States.""", W. Gardner Selby ," August 16, 2011",true
17808,Paul Krugman,"""One in four Texans lacks health insurance, the highest proportion in the nation.""", Angie Drobnic Holan ," August 15, 2011",true
17809,Democratic Congressional Campaign Committee,"""Credit agency says Rep. Gibbs recklessly caused downgrade, higher interest rates.""", Tom Feran ," August 15, 2011",false
17810,Phil Gingrey,"Tax increases could ""come into play"" as a result of the debt ceiling deal.", Willoughby Mariano ," August 15, 2011",mostly-true
17811,NJ-CAN,"Says the state’s pension and health benefits reform includes ""the destruction of public sector collective bargaining rights.""", Bill Wichert ," August 15, 2011",half-true
17812,Sam Adams,"Says ""of the 2,000 Portland households in the year-long (composting) pilot, 87 percent of participants reported being satisfied with the overall system.""", Ian K. Kullgren ," August 14, 2011",half-true
17813,Tim Pawlenty,"""The weight of the evidence (on global warming) is that most of it, maybe all of it, is because of natural causes ... it’s fair to say the science is in dispute.""", Angie Drobnic Holan ," August 14, 2011",false
17814,Robert Barber,"Statistically, law-enforcement officers die 10 years earlier than the general population.", C. Eugene Emery Jr. ," August 14, 2011",false
17815,Mitt Romney,Says a poll found him the only Republican candidate who could beat Barack Obama in Texas -- and by eight points., W. Gardner Selby ," August 14, 2011",half-true
17816,Nicholas Scutari,"""Certainly we're going to be the most restrictive state in the land … in terms of who can get medical marijuana, how it will be prescribed and how it will be achieved in terms of moving it into the marketplace.""", Erin O'Neill ," August 14, 2011",true
17817,Michele Bachmann,"When Standard & Poor's ""dropped our credit rating, what they said is, we don't have an ability to repay our debt. ... I was proved right in my position"" that the debt ceiling should not have been raised.", Angie Drobnic Holan ," August 12, 2011",false
17818,Mitt Romney,"Says that under President John F. Kennedy, ""government took up"" 27 percent of the economy, and today it ""consumes 37 percent.""", Louis Jacobson ," August 12, 2011",mostly-true
17819,Kevin DeWine,"""President Obama and Democrats' spending addiction has driven our national debt to historic proportions, maxed out our national credit card and has now led to the Democrat Downgrade of our country's AAA credit rating.""", Tom Feran ," August 12, 2011",barely-true
17820,Greater Wisconsin Committee,"Says Republican recall challenger Jonathan Steitz ""failed to pay his taxes.""", Tom Kertscher ," August 12, 2011",half-true
17821,Kim Simac,"Says Democratic state Sen. Jim Holperin ""voted against a property tax freeze"" in 2009 and then voted for a ""$1.5 billion property tax hike.""", Dave Umhoefer ," August 12, 2011",barely-true
17822,Ron Paul,"""The country's bankrupt.""", Becky Bowers ," August 12, 2011",false
17823,Jon Huntsman,"""We created a flat tax in the state of Utah.""", Louis Jacobson ," August 12, 2011",mostly-true
17824,Ken Plum,Virginia has a responsibility to fund 55 percent of public education and is paying just 41 percent., Sean Gorman ," August 12, 2011",false
17825,Reince Priebus,"The Republican National Convention ""is a Super Bowl times four.""", Aaron Sharockman ," August 12, 2011",false
17826,Mitt Romney,"""We're inches away from no longer having a free economy.""", Louis Jacobson ," August 12, 2011",pants-fire
17827,Tim Pawlenty,"""Obamacare was patterned after (Mitt Romney's) plan in Massachusetts.""", Angie Drobnic Holan ," August 12, 2011",true
17828,Bob Wirch,"Says he ""helped bring"" Uline company to Kenosha area, ""creating 800 local jobs.""", Tom Kertscher ," August 12, 2011",pants-fire
17829,Greater Wisconsin Committee,"Says GOP recall challenger Kim Simac ""was delinquent paying her property taxes eight of the last nine years.""", Dave Umhoefer ," August 12, 2011",true
17830,Sam Olens,"There are cities and counties in Georgia that don’t have websites, and where elected officials don’t have email addresses.", Willoughby Mariano ," August 12, 2011",true
17831,John Kasich,On how money from a possible lease of the Ohio Turnpike would be used, Reginald Fields ," August 11, 2011",half-flip
17832,Rick Scott,High-speed rail would have cost Florida taxpayers $1 billion to build., Amy Sherman ," August 11, 2011",false
17833,Democratic Party of Wisconsin,"""Two elections in a row (Waukesha County Clerk Kathy Nickolaus) has screwed up counting the vote""", Dave Umhoefer ," August 11, 2011",pants-fire
17834,Richard Codey,"""One in every five families in the state of New Jersey has a loved one with a mental illness, a serious mental illness, and today, we don’t care.""", Caryn Shinske ," August 11, 2011",true
17835,Marcia Fudge,"Says that voter identification laws ""keep poor people from voting, minorities from voting, the elderly from voting, students from voting.""", Stephen Koff ," August 10, 2011",half-true
17836,Adam Hasner,"""George LeMieux voted against the majority of Republicans and joined with Democrats to create a 'Task Force For Responsible Fiscal Action' that looks strikingly similar to the 'Super Committee' now being set up in Washington to justify massive tax hikes.""", Becky Bowers ," August 10, 2011",half-true
17837,Ron Paul,"""In the '80s, Democrats promised spending cuts, but delivered only tax hikes.""", Maryalice Gill ," August 10, 2011",false
17838,Georgia Department of Transportation,"The Northwest Corridor highway project in Cobb and Cherokee counties ""is expected to create over 9,700 jobs statewide.""", PolitiFact Staff ," August 10, 2011",false
17839,Tim Ryan,"""We’re only spending 2 percent of our GDP on our infrastructure, while China and India are spending 10 percent of their GDP reinvesting back into their country.""", Sabrina Eaton ," August 9, 2011",mostly-true
17840,Newt Gingrich,Says his Twitter account has 1.3 million followers., Eric Stirgus ," August 9, 2011",barely-true
17841,Tom Kean,"""I built the last nuclear plant — not only in the state, but in the country.""", Erin O'Neill ," August 9, 2011",half-true
17842,Jim DeMint,"The debt-ceiling bill ""doesn’t cut the debt. It will add about $7 trillion in new debt over the next 10 years.""", Louis Jacobson ," August 8, 2011",barely-true
17843,Jon Huntsman,"The United States has ""the longest surviving constitution.""", Jake Berry ," August 8, 2011",mostly-true
17844,George LeMieux,"Says Adam Hasner’s record includes ""requesting over $92.2 million in earmarks.""", Becky Bowers ," August 8, 2011",mostly-true
17845,Tim Grendell,"""You might be surprised to know that 137 billion gallons flows (into Lake Erie) every day. You might be surprised to know that only 86.3 billion gallons flow out. ... Leaving us a net surplus of approximately 50 billion gallons a day.""", Aaron Marshall ," August 8, 2011",false
17846,Saxby Chambliss,"The deal to raise the federal debt limit created the ""largest debt ceiling increase in America’s history.""", Willoughby Mariano ," August 8, 2011",mostly-true
17847,Jack Conners,"""Almost 88,000 United States service members are still missing and unaccounted for, dating back to World War II.""", Erin O'Neill ," August 8, 2011",mostly-true
17848,Lamar Smith,On applying prosecutorial discretion to immigration cases., W. Gardner Selby ," August 7, 2011",full-flop
17849,Alison Littell McHose,"""Illegal immigration costs state taxpayers over $3 billion every year.""", Caryn Shinske ," August 7, 2011",false
17850,Daniel McKee,"Central Falls ""schools are overfunded by state money by as much as $8 million.""", C. Eugene Emery Jr. ," August 7, 2011",half-true
17851,Rick Perry,"Says Texas has ""the fourth-lowest debt per capita of any state in the nation, and we are the lowest of any of the big states.""", W. Gardner Selby ," August 6, 2011",mostly-true
17852,Wisconsin Sierra Club,"Says state Sen. Alberta Darling is ""allowing mercury to harm our children"" because she voted against an electronics recycling bill.", Dave Umhoefer ," August 5, 2011",barely-true
17853,Club for Growth,"Says state Rep. Sandy Pasch ""did nothing to stop"" people from scamming the Wisconsin Shares child-care subsidy program and voted against funding for fraud investigators.", James B. Nelson ," August 5, 2011",barely-true
17854,Wisconsin Manufacturers and Commerce,"""When Nancy Nusbaum was Brown County executive, spending went up nearly 50 percent.""", Dave Umhoefer ," August 5, 2011",mostly-true
17855,Alberto Carvalho,"""Today we stand as the highest-performing urban school district in America.""", Amy Sherman ," August 5, 2011",half-true
17856,Buddy Roemer,"Says Obama has never submitted a budget, and Congress has worked for two years without passing one.", Gregory Trotter ," August 5, 2011",half-true
17857,Alberta Darling,"Says state Rep. Sandy Pasch, her recall opponent, ""voted to allow public school employees to use taxpayer dollars to pick up the tab for…Viagra.""", Dave Umhoefer ," August 5, 2011",pants-fire
17858,Tom Coburn,"""The government's twice the size it was 10 years ago. It's 30 percent bigger than it was when (Barack) Obama became president.""", Louis Jacobson ," August 5, 2011",half-true
17859,Randy Forbes,"""As a percentage of our gross domestic product, the defense budget remains just 3.6 percent. This figure is low by all historical standards.""", Sean Gorman ," August 5, 2011",mostly-true
17860,Progress Texas,"""Rick Perry ended full-day Pre-K for 100,000 Texas children.""", Meghan Ashford-Grooms ," August 5, 2011",barely-true
17861,Beverly Hall,"Atlanta Public Schools’ 2011 CRCT tests were ""given under the strictest security possible.""", Willoughby Mariano ," August 5, 2011",false
17862,Kevin DeWine,Says Republican Sen. John McCain won more votes for president in Cuyahoga County in the 2008 general election than he did in seven states., Mark Naymik ," August 5, 2011",true
17863,Fred Clark,"Says Sen. Luther Olsen, his recall opponent, supported the sale of state-owned power plants ""not to the highest bidder, but to the biggest donors"" with no oversight.", Dave Umhoefer ," August 4, 2011",barely-true
17864,Nancy Nusbaum,"Says Sen. Robert Cowles, her recall opponent, supported the sale of state-owned power plants ""not to the highest bidder, but to the biggest donors"" with no oversight.", Dave Umhoefer ," August 4, 2011",pants-fire
17865,Raul Labrador,Tax increases under Michigan Gov. Jennifer Granholm led to state unemployment going from 6.8 percent to 15.3 percent., Louis Jacobson ," August 4, 2011",barely-true
17866,Jennifer Granholm,"""I cut more as a percentage out of government than any state in the country this past decade. And where is Michigan in terms of its economic growth? Cutting did not result in economic growth.""", Louis Jacobson ," August 4, 2011",mostly-true
17867,Peggy Lehner,"""There’s actually 600 abortions done after the 20th week of pregnancy every year in Ohio.""", Joe Guillen ," August 4, 2011",true
17868,Chris Christie,Says Democrats cut $35 million from the state budget for Information Technology improvements., Bill Wichert ," August 4, 2011",false
17869,Barry Hinckley,"""There's no money in Social Security.""", C. Eugene Emery Jr. ," August 4, 2011",false
17870,Harry Reid,"There was a ""loss of eight million jobs during the Bush eight years.""", Louis Jacobson ," August 3, 2011",pants-fire
17871,Paul Krugman,"""The average Republican voter thinks there should be some revenue as part of this deal.""", Angie Drobnic Holan ," August 3, 2011",half-true
17872,Jim Sensenbrenner,"""One of the biggest polluters in our country is the Milwaukee Metropolitan Sewerage District.""", Tom Kertscher ," August 3, 2011",false
17873,Elaine Boyer,"""[T]his breed (of pit bulls) is most often associated with aggressive behavior.""", Eric Stirgus ," August 3, 2011",mostly-true
17874,Jon Husted,"""#Business formation is still on the rise in Ohio! So far in 2011 we’ve assisted w/ 44,443 new business filings.""", Mark Naymik ," August 3, 2011",mostly-true
17875,Cory Booker,Says more than eight countries lead the United States in the percentage of college graduates., Bill Wichert ," August 3, 2011",mostly-true
17876,Barack Obama,"The debt ceiling deal will result in ""the lowest level of annual domestic spending since Dwight Eisenhower was president.""", Louis Jacobson ," August 2, 2011",half-true
17877,Marco Rubio,"""If the debt ceiling is surpassed, our nation will not go into default as some suggest.""", Martha M. Hamilton ," August 2, 2011",half-true
17878,Eric Cantor,"""There are no tax increases in this debt limit bill. Period.""", Angie Drobnic Holan ," August 2, 2011",mostly-true
17879,Ash Williams,"""The (State Board of Administration) transparency issue got a great airing the last legislative session.""", Aaron Sharockman ," August 2, 2011",false
17880,Patrick Murphy,"""For the second quarter in a row, my campaign has raised more money than any other challenger in the nation and brought our fundraising total to over $800,000.""", Amy Sherman ," August 2, 2011",true
17881,Progressive Change Campaign Committee and Democracy for America,A Waushara County school closed because of state budget cuts supported by Republican Wisconsin state Sen. Luther Olsen., James B. Nelson ," August 2, 2011",half-true
17882,Alliance for Retired Americans,"""Social Security doesn’t contribute a penny to the deficit.""", W. Gardner Selby ," August 2, 2011",barely-true
17883,Phil Gingrey,"Under last year’s health care reform, ""a bunch of bureaucrats decide whether you get care, such as continuing on dialysis or cancer chemotherapy.""", Willoughby Mariano ," August 2, 2011",false
17884,Dennis Kucinich,"""Social Security didn’t cause the debt crisis. Social Security had nothing to do with the debt crisis.""", Tom Feran ," August 2, 2011",mostly-true
17885,Ken Langone,"In contrast to President Barack Obama, who ""is not acting presidential,"" President Ronald Reagan ""would never go into the Oval Office without his jacket on — that's how much he revered the presidency.""", Louis Jacobson ," August 1, 2011",barely-true
17886,National Republican Congressional Committee,"Says U.S. Rep. Ron Kind’s ""stimulus cost taxpayers $278,000 per job.""", Tom Kertscher ," August 1, 2011",false
17887,John Kasich,"""Believe it or not, consumer spending is up over the last eight months.""", Reginald Fields ," August 1, 2011",true
17888,La Raza,Medicaid is the primary source of health insurance for 41.7 percent of Hispanic children in Georgia., Chris Joyner ," August 1, 2011",true
17889,Bobby Scott,(Rep. Bob Goodlatte's) balanced budget amendment does not require a balanced budget., Sean Gorman ," August 1, 2011",barely-true
17890,Joshua Henne,Says New Jersey has fewer jobs since Gov. Chris Christie took office., Bill Wichert ," August 1, 2011",false
17891,Ron Johnson,"""The federal government is spending 25 percent of our entire economy versus 100 years ago we spent only 2 percent.""", Dave Umhoefer ," July 31, 2011",true
17892,Travis Rowley,"""The RI Board of Elections has heard official testimony from Providence residents who claim to have witnessed known illegal aliens voting in local elections.""", C. Eugene Emery Jr. ," July 31, 2011",barely-true
17893,Tom Leppert,"Says opponent David Dewhurst is a ""career politician.""", W. Gardner Selby ," July 31, 2011",false
17894,Steven Goldstein,"""Polls now show a majority of Catholics favor marriage equality.""", Erin O'Neill ," July 31, 2011",mostly-true
17895,Allen West,"""This is the first time in the history that we've had the raising of a debt limit also with spending cuts.""", Angie Drobnic Holan ," July 29, 2011",false
17896,Bill O'Reilly,"Since 1965, the United States has spent ""untold trillions"" yet the poverty rate hasn’t budged.", Louis Jacobson ," July 29, 2011",false
17897,Eric Cantor,"""Harry Reid’s plan is basically giving the president a blank check.""", Warren Fiske ," July 29, 2011",false
17898,Judson Phillips,"""Our government has spent $2.6 million to teach Chinese prostitutes how to drink responsibly.""", Robert Farley ," July 29, 2011",half-true
17899,We Are Wisconsin,"Says Republican state Sen. Alberta Darling offered ""unqualified support"" for a plan to end Medicare", Dave Umhoefer ," July 29, 2011",half-true
17900,Charlie Hales,"""When I served as City Commissioner, we made great strides …we successfully fought for, and won, adding women and people of color to the Fire Bureau.""", Janie Har ," July 29, 2011",true
17901,Jon Huntsman,"Says that when he was governor of Utah, he worked with the state Legislature to create a flat tax that ""cut income taxes by 30 percent.""", Louis Jacobson ," July 28, 2011",barely-true
17902,Ohio Democratic Party,"Says Ohio Treasurer Josh Mandel ""supports allowing the United States to default on its obligations.""", Tom Feran ," July 28, 2011",pants-fire
17903,Tim Pawlenty,"Michele Bachmann's legislative record is ""offering failed amendments.""", Angie Drobnic Holan ," July 28, 2011",mostly-true
17904,Republican Party of Wisconsin,"Says ""over 50 percent of U.S. job growth in June came"" from Wisconsin.", James B. Nelson ," July 28, 2011",false
17905,Michael Burgess,Says stores will be barred from selling 100-watt light bulbs as of 2012., W. Gardner Selby ," July 28, 2011",barely-true
17906,Leonard Lance,"""Recently we have seen our government debt grow by $3.4 trillion during the first 29 months of the Obama administration -- the equivalent of about $4 billion per day.""", Erin O'Neill ," July 28, 2011",half-true
17907,Rick Santorum,"In Europe, ""church attendance rates (are) in the single digits"" because churches are supported by taxes.", Josh Rogers ," July 27, 2011",barely-true
17908,Barack Obama,"""The deficit was on track to top $1 trillion the year I took office.""", Robert Farley ," July 27, 2011",true
17909,Rob Portman,"""Thirty-four of the last 44 (debt ceiling increases) have been for less than a year. So, this notion that short-term is somehow the exception, it's actually the rule.""", Stephen Koff ," July 27, 2011",true
17910,Sheila Harsdorf,"Says Democratic recall opponent Shelly Moore ""opposes any limit on taxes.""", Dave Umhoefer ," July 27, 2011",barely-true
17911,Chip Rogers,"""The state of Georgia is near the bottom among states for SAT scores and graduation rates.""", Eric Stirgus ," July 27, 2011",true
17912,Michele Bachmann,"Says Tim Pawlenty said in 2006, ""The era of small government is over... the government has to be more proactive and more aggressive.""", Angie Drobnic Holan ," July 26, 2011",mostly-true
17913,Tom Price,"""The U.S. won't default, because default means that you don't pay your creditors. And it takes about 10 percent of the money that's coming in right now"" to pay interest to bondholders.", Louis Jacobson ," July 26, 2011",false
17914,Cliff Stearns,"""Active duty males in the military are twice as likely to develop prostate cancer than their civilian counterparts.""", Bill Thompson ," July 26, 2011",mostly-true
17915,John Boehner,"The House passed ""cut, cap and balance"" with ""bipartisan support.""", Angie Drobnic Holan ," July 26, 2011",barely-true
17916,Barack Obama,"""President Reagan did it (raised the debt ceiling) 18 times.  George W. Bush did it seven times.""", Robert Farley ," July 26, 2011",true
17917,Jessica King,"Says state Sen. Randy Hopper, R-Fond du Lac, unlike typical taxpayers, ""didn’t pay taxes""", Tom Kertscher ," July 26, 2011",barely-true
17918,Sam Olens,"""If you're from Guatemala and you are found illegally in Mexico, you are automatically jailed.""", Willoughby Mariano ," July 26, 2011",false
17919,Shirley Turner,"Says unemployment in Trenton is ""twice as much as what we see in every other area of the state"" and, as a result, ""we have seen an increase in crime.""", Bill Wichert ," July 26, 2011",barely-true
17920,Ron Paul,"""When the Republicans were in charge, they actually expanded government health care with the prescription drug program.""", Jake Berry ," July 25, 2011",true
17921,Arianna Huffington,"""Most countries have no debt ceiling.""", Louis Jacobson ," July 25, 2011",mostly-true
17922,Debbie Wasserman Schultz,"""The nonpartisan CBO, Congressional Budget Office, has said that the No. 1 policy decision that brought us to the need to prevent the nation from defaulting on our debt for the first time in history were the Bush tax cuts in 2001 and 2003.""", Therese Bottomly ," July 25, 2011",half-true
17923,Jennifer Shilling,"The 2011-13 state budget ""cuts overall funding for public schools by $1.6 billion""", Dave Umhoefer ," July 25, 2011",barely-true
17924,David Dewhurst,"""This past (legislative) session, we passed out of the Legislature a resolution requiring Congress to pass a balanced-budget amendment to the (U.S.) Constitution.""", W. Gardner Selby ," July 25, 2011",half-true
17925,Federal Transit Administration,"The Atlanta streetcar is expected to create 930 jobs during construction, totaling more than 5,600 jobs over the next 20 years.", Willoughby Mariano ," July 25, 2011",pants-fire
17926,Ward Armstrong,On campaign contributions from electric utilities., Warren Fiske ," July 25, 2011",full-flop
17927,Raymond Lesniak,"Says ""the most dangerous time for children"" is from ""3 to 6 p.m., during which time juvenile crime rates triple""", Erin O'Neill ," July 25, 2011",half-true
17928,Wisconsin Family Action,Says state Rep. Fred Clark (D-Baraboo) ran a red light and seriously injured a bicyclist., James B. Nelson ," July 24, 2011",true
17929,Gina Raimondo,"""The average 401(k) in America of a person who's 60 years old is under $100,000.""", C. Eugene Emery Jr. ," July 24, 2011",mostly-true
17930,Chris Christie,"Says the state budget ""doubled property tax credits for seniors and middle class New Jerseyans"" and had ""no tax increases for any New Jersey family for the second year in a row.""", Erin O'Neill ," July 24, 2011",half-true
17931,Ron Paul,Says members of the military have sent him more campaign contributions than they’ve sent President Barack Obama and more than twice what they’ve sent other Republican presidential candidates., W. Gardner Selby ," July 23, 2011",true
17932,Barack Obama,"Says Ronald Reagan ""repeatedly talked about how irresponsible it would be to allow the full faith and credit of the United States to be impaired in any kind of way.""", Angie Drobnic Holan ," July 22, 2011",mostly-true
17933,Victoria Jackson,"""A clause hidden in the Obamacare bill, which is now law, gives Obama the right to form a private army.""", Angie Drobnic Holan ," July 22, 2011",pants-fire
17934,Jack Bogdanski,"Says ""in the Legislature, (Mary Nolan) has been a party-line Democrat, showing a 100% track record in harmony with the American Civil Liberties Union.""", Ian K. Kullgren ," July 22, 2011",true
17935,Randy Hopper,"Says Wisconsin Senate recall candidate Jessica King ""voted to increase her pay with taxpayer dollars by 63 percent.""", Tom Kertscher ," July 22, 2011",pants-fire
17936,Kay Bailey Hutchison,"""The only growth sector that we’ve had in the last two years in America is government growth.""", Meghan Ashford-Grooms ," July 22, 2011",false
17937,Mitt Romney,"""Federal law requires that hospitals treat people whether or not they can pay. So someone (who) doesn’t have health insurance --  they can go to the hospital and get free care.""", Dan Gorenstein ," July 22, 2011",barely-true
17938,Mike Males,"""There’s pretty much no question that [the curfew ordinances] aren’t effective in either reducing crime or preventing harm to young people.""", Chris Joyner ," July 22, 2011",mostly-true
17939,Dominick Marino,"""The firefighter and police officer pension system is not headed for bankruptcy, far from it. That’s because New Jersey first responders -- fire fighters and police officers -- have never missed making payments to the retirement system.""", Caryn Shinske ," July 22, 2011",half-true
17940,Debbie Wasserman Schultz,"Says that U.S. Rep. Allen West is ""a constituent of mine.""", Katie Sanders ," July 21, 2011",true
17941,Barack Obama,Said his mother had to fight with health insurance companies for treatment because of a pre-existing condition., Angie Drobnic Holan ," July 21, 2011",barely-true
17942,Allen West,"Florida Democrats ""put my Social Security number and my wife's Employment Identification Number in a mail piece.""", Katie Sanders ," July 21, 2011",true
17943,AFL-CIO,"Republican redistricting plans cut Democrat Nancy Nusbaum out of  ""her state Senate district by a half a block.""", James B. Nelson ," July 21, 2011",true
17944,Newt Gingrich,Says the new Dodd-Frank financial law requires a 20 percent down payment to buy a house., Jon Greenberg ," July 21, 2011",false
17945,John Kasich,"""We jumped 11 places since beginning this year in terms of being job-friendly.""", Tom Feran ," July 21, 2011",mostly-true
17946,Bob McDonnell,"Virginia state employees ""pay nothing"" toward their pensions.", Sean Gorman ," July 21, 2011",pants-fire
17947,Richard Codey,"""Every president has raised the debt ceiling.""", Bill Wichert ," July 21, 2011",mostly-true
17948,Ocean State Policy Research Institute,"""Dubious taxpayer-funded"" stimulus spending -- Part II.", Richard Salit ," July 21, 2011",pants-fire
17949,Bruce Hanna,Says this House processed and approved as many bills as previous Legislatures., Janie Har ," July 20, 2011",barely-true
17950,Bernie Sanders,"""Since 2000, nearly 12 million Americans have slipped out of the middle class and into poverty.""", Louis Jacobson ," July 20, 2011",half-true
17951,Alan Hays,"""Your tax dollars are not being used to sue you, the people.""", Amy Sherman ," July 20, 2011",false
17952,Alan Hays,"""The Florida Legislature has not filed a lawsuit to fight Amendments 5 and 6.""", Amy Sherman ," July 20, 2011",barely-true
17953,Alan Hays,"""I did not vote to spend money to fight that (Amendment 6 redistricting) lawsuit.""", Amy Sherman ," July 20, 2011",true
17954,Club for Growth,"Says state Senate recall challenger Sandy Pasch voted ""to cut school aid by nearly $300 million.""", Tom Kertscher ," July 20, 2011",true
17955,David Dewhurst,"Says President Barack Obama’s ""own economists say the stimulus cost $278K per job ‘created.’ """, Meghan Ashford-Grooms ," July 20, 2011",false
17956,Mike Bodker,"""[L]ess than one-tenth of Atlanta's transportation needs are covered"" in a referendum to levy a 1-cent sales tax.", Willoughby Mariano ," July 20, 2011",true
